order_id,order_date,brand,model_name,category,gender,size,color,base_price_usd,discount_percent,final_price_usd,units_sold,revenue_usd,payment_method,sales_channel,country,customer_income_level,customer_rating
ORD116450,2020-10-09,Nike,Model-138,Training,Unisex,9,White,151,0,151.0,3,453.0,Cash,Online,USA,Medium,4.2
ORD116451,2020-08-21,Nike,Model-715,Running,Women,7,Red,127,5,120.65,1,120.65,Cash,Retail Store,USA,Medium,4.7
ORD116452,2024-04-19,New Balance,Model-266,Training,Women,7,Grey,182,15,154.7,3,464.1,Card,Online,Germany,Low,4.4
ORD116453,2023-05-19,New Balance,Model-243,Training,Unisex,8,Blue,62,0,62.0,4,248.0,Bank Transfer,Online,USA,High,3.6
ORD116454,2020-05-01,Nike,Model-148,Running,Women,10,White,81,0,81.0,1,81.0,Cash,Online,UAE,High,3.1
ORD116455,2023-01-09,Nike,Model-125,Gym,Unisex,7,Blue,203,15,172.55,2,345.1,Cash,Retail Store,UK,Medium,3.5
ORD116456,2020-06-13,New Balance,Model-809,Running,Unisex,10,Black,167,20,133.6,4,534.4,Bank Transfer,Online,UAE,High,3.3
ORD116457,2024-07-10,Nike,Model-465,Basketball,Men,8,Black,124,20,99.2,1,99.2,Bank Transfer,Online,Pakistan,High,4.1
ORD116458,2019-05-18,Puma,Model-262,Training,Women,11,Black,131,5,124.45,3,373.35,Wallet,Online,Pakistan,Medium,3.5
ORD116459,2020-01-22,Puma,Model-989,Gym,Men,7,Grey,205,5,194.75,2,389.5,Card,Online,USA,High,4.4
ORD116460,2023-01-12,New Balance,Model-863,Lifestyle,Men,11,Blue,77,30,53.9,3,161.7,Wallet,Online,USA,High,3.7
ORD116461,2025-02-01,New Balance,Model-724,Gym,Women,7,Black,88,5,83.6,1,83.6,Card,Online,USA,High,4.1
ORD116462,2019-05-19,Nike,Model-805,Basketball,Men,7,Black,78,5,74.1,1,74.1,Card,Online,UAE,Low,4.1
ORD116463,2023-03-10,Adidas,Model-248,Training,Women,6,Blue,159,15,135.15,4,540.6,Card,Online,UK,Medium,3.9
ORD116464,2023-06-08,Reebok,Model-545,Gym,Women,9,Black,186,5,176.7,3,530.1,Bank Transfer,Online,India,Low,5.0
ORD116465,2018-03-04,Adidas,Model-653,Training,Women,7,White,191,0,191.0,2,382.0,Cash,Online,USA,Low,3.7
ORD116466,2020-10-08,Adidas,Model-169,Basketball,Unisex,8,Grey,70,20,56.0,3,168.0,Cash,Retail Store,USA,Medium,4.6
ORD116467,2019-05-15,ASICS,Model-361,Training,Women,10,Blue,104,5,98.8,2,197.6,Cash,Retail Store,Pakistan,Medium,4.8
ORD116468,2025-10-29,ASICS,Model-198,Training,Unisex,10,Grey,66,30,46.2,1,46.2,Card,Retail Store,Germany,Medium,4.2
ORD116469,2020-02-14,Adidas,Model-919,Gym,Men,9,Grey,86,20,68.8,2,137.6,Cash,Retail Store,Germany,High,3.6
ORD116470,2023-06-21,ASICS,Model-239,Basketball,Men,8,Red,160,0,160.0,4,640.0,Cash,Online,UK,Medium,3.4
ORD116471,2026-06-24,Puma,Model-763,Running,Men,10,Grey,145,5,137.75,1,137.75,Cash,Retail Store,Pakistan,High,4.3
ORD116472,2018-02-06,Puma,Model-971,Gym,Women,8,White,182,20,145.6,2,291.2,Card,Online,UAE,Medium,4.1
ORD116473,2021-01-16,Puma,Model-656,Gym,Men,11,White,157,30,109.9,2,219.8,Wallet,Online,Pakistan,Medium,3.4
ORD116474,2019-09-23,Nike,Model-244,Training,Unisex,6,Blue,193,10,173.7,1,173.7,Bank Transfer,Retail Store,Germany,Medium,3.9
ORD116475,2025-09-23,Adidas,Model-650,Gym,Unisex,11,Black,161,20,128.8,2,257.6,Card,Retail Store,India,Low,3.0
ORD116476,2025-11-29,New Balance,Model-209,Training,Men,11,Blue,143,20,114.4,3,343.2,Cash,Retail Store,USA,Medium,4.0
ORD116477,2019-08-29,New Balance,Model-704,Lifestyle,Unisex,9,Grey,77,5,73.15,4,292.6,Card,Online,India,High,3.6
ORD116478,2025-07-25,Adidas,Model-727,Gym,Men,11,Grey,60,10,54.0,1,54.0,Bank Transfer,Online,UAE,Medium,3.1
ORD116479,2024-08-23,Adidas,Model-354,Gym,Men,10,Red,192,15,163.2,4,652.8,Wallet,Retail Store,UAE,Low,3.4
ORD116480,2024-03-30,New Balance,Model-958,Gym,Men,10,White,101,5,95.95,3,287.85,Card,Online,USA,Medium,3.5
ORD116481,2023-11-04,Adidas,Model-645,Gym,Unisex,6,Grey,82,15,69.7,4,278.8,Wallet,Retail Store,USA,Low,3.5
ORD116482,2019-12-11,Reebok,Model-998,Basketball,Unisex,10,White,86,10,77.4,3,232.2,Bank Transfer,Online,Pakistan,High,4.1
ORD116483,2021-05-17,Reebok,Model-904,Running,Women,6,Grey,155,30,108.5,1,108.5,Bank Transfer,Online,UK,High,4.6
ORD116484,2023-03-17,ASICS,Model-599,Lifestyle,Unisex,10,Grey,193,10,173.7,3,521.1,Wallet,Online,UK,Low,4.9
ORD116485,2024-08-12,Adidas,Model-666,Gym,Unisex,6,White,189,15,160.65,4,642.6,Bank Transfer,Online,Germany,Medium,4.0
ORD116486,2025-12-01,Nike,Model-390,Gym,Women,11,White,210,0,210.0,2,420.0,Bank Transfer,Retail Store,UAE,Medium,3.7
ORD116487,2018-06-27,New Balance,Model-181,Running,Unisex,10,Black,183,30,128.1,3,384.3,Cash,Retail Store,India,Medium,3.8
ORD116488,2024-11-06,Reebok,Model-785,Running,Unisex,8,Red,140,15,119.0,2,238.0,Wallet,Retail Store,India,High,4.1
ORD116489,2018-07-30,ASICS,Model-892,Lifestyle,Women,7,White,120,30,84.0,4,336.0,Wallet,Retail Store,USA,High,3.3
ORD116490,2020-01-28,Reebok,Model-429,Lifestyle,Unisex,7,Blue,192,30,134.4,1,134.4,Card,Retail Store,UK,Medium,5.0
ORD116491,2023-09-20,ASICS,Model-169,Training,Men,8,Black,92,20,73.6,4,294.4,Wallet,Retail Store,India,Low,3.5
ORD116492,2023-07-18,Reebok,Model-651,Running,Women,11,White,123,10,110.7,4,442.8,Card,Online,UK,Low,3.7
ORD116493,2020-06-11,Reebok,Model-864,Running,Women,8,Red,62,15,52.7,2,105.4,Wallet,Online,Germany,Low,4.2
ORD116494,2025-08-03,Reebok,Model-473,Basketball,Women,8,White,199,10,179.1,3,537.3,Wallet,Retail Store,India,High,3.3
ORD116495,2018-06-11,ASICS,Model-842,Running,Women,7,Black,190,10,171.0,1,171.0,Cash,Online,UK,Low,3.7
ORD116496,2019-03-09,Adidas,Model-216,Basketball,Unisex,6,White,206,15,175.1,2,350.2,Card,Retail Store,Pakistan,Medium,3.8
ORD116497,2021-12-02,ASICS,Model-218,Training,Women,9,Red,204,20,163.2,4,652.8,Bank Transfer,Retail Store,India,High,4.2
ORD116498,2020-01-02,Adidas,Model-355,Gym,Women,9,Blue,187,5,177.65,4,710.6,Bank Transfer,Online,UK,High,5.0
ORD116499,2019-09-03,Nike,Model-788,Running,Unisex,9,Blue,150,10,135.0,3,405.0,Wallet,Online,UK,Low,3.5
ORD116500,2021-10-24,New Balance,Model-269,Gym,Men,8,Grey,121,0,121.0,4,484.0,Card,Online,Germany,Low,4.9
ORD116501,2023-01-23,Nike,Model-982,Gym,Unisex,9,White,67,30,46.9,4,187.6,Wallet,Retail Store,USA,Low,4.7
ORD116502,2022-07-29,Adidas,Model-348,Basketball,Unisex,10,Red,203,20,162.4,2,324.8,Cash,Retail Store,India,High,4.7
ORD116503,2023-05-20,Adidas,Model-586,Lifestyle,Men,11,Red,195,20,156.0,1,156.0,Card,Retail Store,UK,Low,3.0
ORD116504,2024-08-13,Adidas,Model-188,Gym,Men,6,Black,127,15,107.95,4,431.8,Cash,Retail Store,UK,High,4.7
ORD116505,2025-02-20,Puma,Model-996,Running,Women,10,Grey,101,10,90.9,2,181.8,Bank Transfer,Retail Store,Germany,Low,4.1
ORD116506,2025-02-24,Nike,Model-798,Running,Men,7,White,61,15,51.85,4,207.4,Bank Transfer,Online,Germany,High,4.2
ORD116507,2018-03-09,Reebok,Model-701,Gym,Men,9,Blue,166,0,166.0,1,166.0,Wallet,Retail Store,Germany,Low,3.3
ORD116508,2025-01-20,New Balance,Model-986,Basketball,Women,9,Red,191,20,152.8,1,152.8,Wallet,Online,USA,High,3.6
ORD116509,2019-06-12,Nike,Model-753,Lifestyle,Unisex,6,Black,63,15,53.55,1,53.55,Wallet,Retail Store,UAE,High,4.7
ORD116510,2020-02-22,Nike,Model-360,Training,Women,11,Red,148,30,103.6,4,414.4,Bank Transfer,Retail Store,India,Medium,4.1
ORD116511,2018-05-08,Puma,Model-695,Running,Women,9,White,189,5,179.55,3,538.65,Bank Transfer,Retail Store,USA,Low,3.8
ORD116512,2021-08-09,Nike,Model-799,Lifestyle,Women,7,White,66,5,62.7,1,62.7,Bank Transfer,Retail Store,UK,Low,4.9
ORD116513,2023-02-19,Reebok,Model-470,Training,Unisex,9,Red,115,15,97.75,1,97.75,Card,Online,UK,Low,3.8
ORD116514,2018-07-27,ASICS,Model-719,Running,Men,7,Black,99,0,99.0,1,99.0,Wallet,Retail Store,UAE,High,4.5
ORD116515,2018-06-10,ASICS,Model-183,Running,Men,11,Grey,177,5,168.15,2,336.3,Bank Transfer,Retail Store,India,Medium,3.4
ORD116516,2024-06-05,Adidas,Model-183,Basketball,Men,11,Red,116,30,81.2,2,162.4,Card,Retail Store,Germany,Medium,3.3
ORD116517,2020-05-26,Adidas,Model-581,Gym,Men,9,Grey,206,20,164.8,3,494.4,Card,Online,India,High,4.6
ORD116518,2025-11-27,Reebok,Model-104,Basketball,Unisex,7,Blue,97,0,97.0,2,194.0,Cash,Retail Store,USA,High,3.8
ORD116519,2023-06-17,Nike,Model-224,Lifestyle,Men,11,Black,120,30,84.0,1,84.0,Card,Online,USA,Medium,3.6
ORD116520,2025-11-22,Nike,Model-229,Training,Women,11,Red,162,0,162.0,3,486.0,Card,Retail Store,USA,Medium,4.5
ORD116521,2026-08-08,New Balance,Model-584,Running,Unisex,7,Red,204,20,163.2,4,652.8,Wallet,Retail Store,Pakistan,Low,4.7
ORD116522,2025-07-08,Adidas,Model-772,Basketball,Unisex,6,Grey,178,5,169.1,4,676.4,Card,Online,UAE,Medium,4.4
ORD116523,2026-06-06,Reebok,Model-906,Running,Women,11,Blue,103,30,72.1,4,288.4,Cash,Retail Store,UK,Low,3.9
ORD116524,2025-08-12,New Balance,Model-886,Running,Women,8,Blue,80,5,76.0,1,76.0,Bank Transfer,Retail Store,UAE,High,4.0
ORD116525,2022-10-21,ASICS,Model-209,Running,Women,11,Blue,115,0,115.0,1,115.0,Bank Transfer,Retail Store,UAE,Low,4.4
ORD116526,2022-01-21,New Balance,Model-152,Running,Women,8,White,134,15,113.9,4,455.6,Wallet,Online,Pakistan,Low,4.1
ORD116527,2024-05-16,New Balance,Model-985,Gym,Women,8,Grey,197,15,167.45,3,502.35,Bank Transfer,Retail Store,UAE,Low,4.1
ORD116528,2025-11-14,Nike,Model-965,Running,Men,6,White,174,10,156.6,1,156.6,Cash,Online,USA,Medium,4.1
ORD116529,2024-03-26,Reebok,Model-991,Gym,Men,8,Black,60,30,42.0,1,42.0,Cash,Online,UAE,Medium,4.7
ORD116530,2026-09-14,New Balance,Model-716,Running,Women,8,Red,114,30,79.8,1,79.8,Cash,Online,India,High,3.3
ORD116531,2023-12-21,Reebok,Model-508,Lifestyle,Men,7,Blue,123,0,123.0,3,369.0,Bank Transfer,Retail Store,USA,Low,4.5
ORD116532,2025-07-28,Nike,Model-996,Gym,Women,7,Red,145,30,101.5,1,101.5,Wallet,Retail Store,UK,Medium,4.0
ORD116533,2024-05-26,New Balance,Model-773,Gym,Men,7,Grey,218,15,185.3,1,185.3,Cash,Retail Store,Pakistan,High,4.5
ORD116534,2025-02-04,Nike,Model-651,Training,Men,6,Blue,119,15,101.15,1,101.15,Card,Online,India,Low,4.7
ORD116535,2019-10-04,ASICS,Model-238,Training,Men,11,Grey,200,30,140.0,4,560.0,Wallet,Retail Store,India,Medium,5.0
ORD116536,2019-12-19,Reebok,Model-463,Basketball,Women,8,White,167,15,141.95,2,283.9,Card,Retail Store,India,Medium,4.6
ORD116537,2024-09-21,Nike,Model-235,Lifestyle,Unisex,7,Black,190,5,180.5,1,180.5,Card,Retail Store,USA,Low,3.8
ORD116538,2021-10-11,Reebok,Model-923,Running,Women,7,Grey,75,10,67.5,3,202.5,Bank Transfer,Online,UK,High,4.0
ORD116539,2019-11-07,Nike,Model-744,Lifestyle,Women,8,Blue,205,10,184.5,4,738.0,Bank Transfer,Online,USA,Medium,4.4
ORD116540,2018-01-08,ASICS,Model-757,Running,Women,10,White,184,20,147.2,2,294.4,Card,Retail Store,UAE,High,4.2
ORD116541,2022-02-16,Puma,Model-307,Gym,Men,7,Black,130,0,130.0,2,260.0,Card,Online,USA,Medium,3.5
ORD116542,2023-06-28,New Balance,Model-705,Running,Unisex,6,Blue,203,30,142.1,3,426.3,Card,Retail Store,USA,High,3.8
ORD116543,2024-11-05,ASICS,Model-177,Running,Men,8,Red,201,30,140.7,4,562.8,Card,Online,UAE,Medium,3.1
ORD116544,2026-04-01,Puma,Model-430,Running,Unisex,8,Red,135,10,121.5,1,121.5,Card,Retail Store,USA,Low,4.5
ORD116545,2022-04-01,Nike,Model-378,Running,Women,9,Red,78,5,74.1,1,74.1,Wallet,Retail Store,UK,Medium,4.7
ORD116546,2025-04-17,Nike,Model-958,Gym,Unisex,8,Black,63,10,56.7,2,113.4,Card,Online,USA,Low,3.3
ORD116547,2019-01-01,Puma,Model-307,Running,Women,6,Red,89,30,62.3,1,62.3,Bank Transfer,Online,UAE,Medium,4.7
ORD116548,2020-04-25,Reebok,Model-569,Gym,Unisex,9,Blue,107,10,96.3,4,385.2,Cash,Online,USA,Medium,4.6
ORD116549,2025-01-01,Puma,Model-314,Running,Men,9,Grey,125,30,87.5,2,175.0,Cash,Retail Store,UAE,Medium,4.0
ORD116550,2026-07-03,ASICS,Model-973,Lifestyle,Women,8,Grey,107,20,85.6,4,342.4,Card,Retail Store,India,High,4.2
ORD116551,2019-12-31,Nike,Model-544,Running,Women,11,White,191,5,181.45,4,725.8,Card,Online,USA,Medium,3.2
ORD116552,2020-12-25,ASICS,Model-277,Basketball,Men,8,Blue,106,0,106.0,4,424.0,Bank Transfer,Online,UAE,Medium,4.3
ORD116553,2024-07-28,Reebok,Model-134,Running,Unisex,10,Blue,65,10,58.5,3,175.5,Bank Transfer,Online,Germany,High,3.5
ORD116554,2026-04-01,Adidas,Model-811,Gym,Unisex,6,White,125,10,112.5,4,450.0,Bank Transfer,Online,India,Low,5.0
ORD116555,2021-08-17,ASICS,Model-274,Training,Women,9,Grey,154,20,123.2,1,123.2,Card,Retail Store,UK,Low,3.6
ORD116556,2026-08-30,Adidas,Model-806,Gym,Women,10,Blue,136,10,122.4,4,489.6,Cash,Online,Pakistan,High,4.5
ORD116557,2021-06-22,Adidas,Model-481,Basketball,Unisex,10,Grey,196,5,186.2,2,372.4,Bank Transfer,Online,Pakistan,Low,4.5
ORD116558,2022-12-18,New Balance,Model-974,Running,Men,9,Blue,210,10,189.0,4,756.0,Cash,Online,USA,Medium,3.4
ORD116559,2026-07-28,Reebok,Model-673,Running,Women,7,Grey,108,5,102.6,4,410.4,Cash,Online,Pakistan,Low,3.0
ORD116560,2018-08-21,Puma,Model-712,Training,Unisex,9,Blue,187,30,130.9,4,523.6,Bank Transfer,Online,Pakistan,Medium,4.8
ORD116561,2020-01-16,Reebok,Model-668,Gym,Women,9,White,107,20,85.6,1,85.6,Wallet,Retail Store,Pakistan,High,4.5
ORD116562,2026-09-24,Puma,Model-650,Basketball,Men,7,Black,112,30,78.4,1,78.4,Card,Online,UK,High,3.5
ORD116563,2024-09-24,Reebok,Model-367,Training,Unisex,7,Blue,115,0,115.0,2,230.0,Bank Transfer,Online,Pakistan,Low,4.7
ORD116564,2018-07-04,Nike,Model-806,Running,Men,11,Red,76,10,68.4,2,136.8,Cash,Online,Germany,Low,4.0
ORD116565,2021-02-07,ASICS,Model-977,Training,Women,8,Red,94,5,89.3,3,267.9,Wallet,Retail Store,UK,Medium,4.6
ORD116566,2025-04-12,Nike,Model-574,Gym,Unisex,11,Grey,141,5,133.95,4,535.8,Cash,Retail Store,Germany,Medium,4.6
ORD116567,2021-01-15,Adidas,Model-286,Training,Unisex,7,Red,156,0,156.0,4,624.0,Bank Transfer,Retail Store,UAE,High,4.6
ORD116568,2019-03-03,Nike,Model-424,Training,Women,9,Red,209,0,209.0,4,836.0,Bank Transfer,Retail Store,Germany,Low,4.7
ORD116569,2019-07-21,ASICS,Model-813,Basketball,Women,6,Blue,163,10,146.7,2,293.4,Bank Transfer,Retail Store,UK,Low,4.3
ORD116570,2018-01-09,ASICS,Model-916,Basketball,Men,10,Red,127,10,114.3,3,342.9,Card,Retail Store,Pakistan,Low,4.0
ORD116571,2024-12-08,ASICS,Model-495,Training,Women,10,Black,154,0,154.0,1,154.0,Card,Online,UAE,Medium,3.0
ORD116572,2025-11-13,Puma,Model-671,Running,Women,6,Blue,152,10,136.8,3,410.4,Wallet,Retail Store,USA,Medium,3.1
ORD116573,2019-09-09,New Balance,Model-279,Gym,Unisex,10,Grey,219,10,197.1,1,197.1,Wallet,Retail Store,UK,Low,3.7
ORD116574,2021-11-09,Nike,Model-627,Basketball,Men,8,Grey,131,5,124.45,3,373.35,Card,Online,UK,Medium,3.4
ORD116575,2022-09-02,New Balance,Model-225,Training,Women,6,Black,151,0,151.0,2,302.0,Bank Transfer,Online,Pakistan,Medium,4.4
ORD116576,2024-02-20,Puma,Model-395,Running,Unisex,7,Red,151,5,143.45,4,573.8,Cash,Online,Pakistan,Low,3.8
ORD116577,2019-09-25,Adidas,Model-627,Lifestyle,Women,7,Black,212,0,212.0,2,424.0,Bank Transfer,Retail Store,India,High,3.4
ORD116578,2024-11-12,New Balance,Model-505,Training,Women,7,Grey,96,30,67.2,2,134.4,Bank Transfer,Retail Store,UK,High,4.5
ORD116579,2022-05-21,Puma,Model-519,Gym,Women,6,Red,99,30,69.3,2,138.6,Wallet,Online,Germany,High,3.1
ORD116580,2019-12-10,Nike,Model-890,Running,Women,8,Blue,157,10,141.3,2,282.6,Cash,Retail Store,Germany,High,4.8
ORD116581,2018-05-09,Adidas,Model-129,Running,Men,10,Grey,62,30,43.4,3,130.2,Bank Transfer,Online,India,Low,5.0
ORD116582,2025-07-12,Nike,Model-492,Training,Women,7,Grey,121,15,102.85,3,308.55,Wallet,Online,UK,Low,4.2
ORD116583,2020-09-25,Nike,Model-844,Training,Men,11,Grey,126,15,107.1,3,321.3,Card,Online,Germany,High,4.4
ORD116584,2018-07-19,Reebok,Model-782,Basketball,Men,6,Red,70,10,63.0,3,189.0,Bank Transfer,Retail Store,India,Low,3.3
ORD116585,2025-08-11,Puma,Model-173,Basketball,Men,7,Grey,144,0,144.0,4,576.0,Card,Online,UAE,High,4.4
ORD116586,2023-01-28,Adidas,Model-277,Training,Women,10,Black,212,10,190.8,3,572.4,Cash,Retail Store,UK,Low,4.4
ORD116587,2018-06-28,New Balance,Model-139,Basketball,Unisex,11,Red,205,10,184.5,2,369.0,Bank Transfer,Retail Store,USA,Low,3.0
ORD116588,2020-01-27,Puma,Model-452,Running,Men,9,Grey,147,5,139.65,1,139.65,Wallet,Online,Pakistan,Low,3.7
ORD116589,2023-10-04,Reebok,Model-203,Running,Women,6,White,137,5,130.15,4,520.6,Cash,Retail Store,Germany,Low,4.4
ORD116590,2026-03-05,Adidas,Model-203,Training,Women,7,Black,96,20,76.8,2,153.6,Card,Online,India,High,3.7
ORD116591,2020-12-11,ASICS,Model-464,Basketball,Women,9,White,77,30,53.9,3,161.7,Card,Retail Store,Pakistan,Low,3.3
ORD116592,2022-09-05,Nike,Model-475,Training,Women,8,Red,157,10,141.3,1,141.3,Bank Transfer,Online,Germany,High,4.4
ORD116593,2019-07-17,ASICS,Model-834,Running,Unisex,9,Red,208,5,197.6,3,592.8,Cash,Online,Germany,Low,4.6
ORD116594,2020-04-11,Puma,Model-474,Gym,Men,9,Red,202,20,161.6,3,484.8,Wallet,Online,Pakistan,Low,4.3
ORD116595,2020-04-06,Nike,Model-668,Training,Men,9,Red,104,5,98.8,4,395.2,Card,Retail Store,UAE,Low,3.4
ORD116596,2018-05-16,Puma,Model-410,Lifestyle,Men,9,Blue,75,30,52.5,4,210.0,Bank Transfer,Online,UK,Low,4.6
ORD116597,2019-03-10,Adidas,Model-894,Training,Men,9,Grey,114,15,96.9,1,96.9,Wallet,Online,UK,Medium,4.3
ORD116598,2021-11-08,Reebok,Model-754,Gym,Men,10,Black,198,10,178.2,3,534.6,Card,Retail Store,USA,High,3.8
ORD116599,2019-07-20,ASICS,Model-932,Gym,Women,7,Grey,92,15,78.2,2,156.4,Wallet,Online,Germany,Low,3.2
ORD116600,2026-02-14,Nike,Model-427,Gym,Women,10,Black,199,15,169.15,1,169.15,Card,Online,Pakistan,High,4.5
ORD116601,2018-12-12,ASICS,Model-560,Gym,Women,7,White,173,5,164.35,1,164.35,Bank Transfer,Retail Store,Pakistan,High,5.0
ORD116602,2019-06-17,Reebok,Model-352,Gym,Unisex,6,Black,170,15,144.5,1,144.5,Wallet,Online,UAE,Medium,3.4
ORD116603,2020-06-15,ASICS,Model-428,Lifestyle,Unisex,11,Black,116,0,116.0,3,348.0,Bank Transfer,Retail Store,India,Medium,4.2
ORD116604,2026-12-20,Nike,Model-537,Training,Men,7,Black,106,15,90.1,3,270.3,Card,Retail Store,UK,Low,4.2
ORD116605,2020-06-26,Adidas,Model-726,Lifestyle,Men,8,Red,127,0,127.0,2,254.0,Wallet,Online,Pakistan,Low,3.2
ORD116606,2023-05-27,Adidas,Model-834,Gym,Men,9,Red,93,0,93.0,1,93.0,Wallet,Retail Store,UAE,Low,3.3
ORD116607,2018-06-15,Reebok,Model-652,Running,Women,9,Grey,208,5,197.6,3,592.8,Wallet,Retail Store,India,High,3.9
ORD116608,2021-04-26,New Balance,Model-513,Running,Unisex,9,White,81,5,76.95,2,153.9,Bank Transfer,Online,Pakistan,Medium,3.9
ORD116609,2022-08-04,Puma,Model-546,Gym,Women,11,Black,142,5,134.9,4,539.6,Bank Transfer,Retail Store,UK,Medium,4.2
ORD116610,2025-04-18,ASICS,Model-601,Training,Women,11,White,184,5,174.8,4,699.2,Card,Online,Pakistan,Low,4.2
ORD116611,2021-04-10,Nike,Model-661,Lifestyle,Men,10,Red,200,15,170.0,4,680.0,Cash,Retail Store,India,High,3.7
ORD116612,2020-06-23,Reebok,Model-615,Basketball,Unisex,10,Black,64,5,60.8,4,243.2,Wallet,Online,UAE,High,3.8
ORD116613,2026-09-02,Reebok,Model-538,Gym,Unisex,6,Grey,109,20,87.2,1,87.2,Bank Transfer,Retail Store,UAE,High,4.3
ORD116614,2026-06-07,Reebok,Model-166,Basketball,Men,10,White,89,15,75.65,2,151.3,Cash,Retail Store,UAE,Low,3.1
ORD116615,2020-09-30,Nike,Model-945,Running,Men,7,Grey,138,15,117.3,1,117.3,Bank Transfer,Retail Store,India,High,3.8
ORD116616,2022-07-09,Adidas,Model-581,Basketball,Men,8,White,74,20,59.2,1,59.2,Cash,Retail Store,UK,High,4.6
ORD116617,2025-04-21,Nike,Model-905,Running,Unisex,8,Blue,180,5,171.0,2,342.0,Wallet,Retail Store,UAE,High,3.1
ORD116618,2025-01-19,ASICS,Model-748,Lifestyle,Women,9,Blue,89,10,80.1,3,240.3,Cash,Online,UK,Medium,3.3
ORD116619,2024-11-24,Puma,Model-161,Training,Women,9,Black,83,30,58.1,4,232.4,Wallet,Retail Store,UAE,High,3.8
ORD116620,2018-02-22,New Balance,Model-749,Lifestyle,Men,7,Black,111,10,99.9,4,399.6,Cash,Online,Pakistan,Medium,4.7
ORD116621,2026-10-13,Adidas,Model-405,Basketball,Men,6,Blue,160,10,144.0,4,576.0,Bank Transfer,Retail Store,UAE,Low,3.1
ORD116622,2025-05-17,ASICS,Model-477,Lifestyle,Women,7,Blue,111,30,77.7,4,310.8,Bank Transfer,Online,Pakistan,Low,4.3
ORD116623,2019-02-22,Reebok,Model-316,Basketball,Unisex,6,Black,118,15,100.3,2,200.6,Card,Retail Store,UAE,High,4.0
ORD116624,2024-06-20,Reebok,Model-716,Lifestyle,Women,8,Grey,140,30,98.0,4,392.0,Bank Transfer,Retail Store,Germany,Low,4.3
ORD116625,2025-02-19,Puma,Model-179,Basketball,Unisex,7,Grey,126,5,119.7,1,119.7,Cash,Retail Store,Germany,High,4.9
ORD116626,2023-11-30,ASICS,Model-489,Training,Women,8,Blue,201,5,190.95,2,381.9,Card,Online,Germany,Low,3.1
ORD116627,2019-09-11,ASICS,Model-996,Gym,Unisex,9,Black,189,15,160.65,1,160.65,Wallet,Online,USA,Low,3.0
ORD116628,2022-03-20,Reebok,Model-521,Running,Men,10,White,91,0,91.0,3,273.0,Wallet,Retail Store,UAE,Low,4.1
ORD116629,2026-06-04,Puma,Model-517,Lifestyle,Unisex,11,Black,197,20,157.6,3,472.8,Wallet,Retail Store,India,Medium,3.7
ORD116630,2022-07-15,Reebok,Model-105,Training,Women,11,Blue,145,30,101.5,1,101.5,Cash,Online,USA,Medium,3.6
ORD116631,2022-06-24,ASICS,Model-246,Basketball,Men,10,Red,117,30,81.9,4,327.6,Bank Transfer,Online,UK,Medium,4.1
ORD116632,2023-04-03,Nike,Model-270,Training,Unisex,10,Grey,130,10,117.0,3,351.0,Cash,Online,UAE,Low,4.6
ORD116633,2018-06-03,Reebok,Model-735,Basketball,Unisex,9,Black,94,15,79.9,1,79.9,Wallet,Retail Store,UAE,Medium,3.5
ORD116634,2021-10-30,Adidas,Model-657,Running,Women,9,Red,61,20,48.8,3,146.4,Bank Transfer,Online,UAE,Low,4.7
ORD116635,2026-12-27,Nike,Model-662,Lifestyle,Women,6,Blue,107,15,90.95,2,181.9,Cash,Online,UAE,High,3.1
ORD116636,2022-07-16,Adidas,Model-944,Gym,Unisex,8,Red,194,15,164.9,2,329.8,Wallet,Online,India,Medium,3.5
ORD116637,2024-07-24,Puma,Model-539,Training,Women,6,Grey,136,15,115.6,4,462.4,Cash,Retail Store,Germany,High,4.2
ORD116638,2026-11-05,Nike,Model-705,Training,Unisex,8,White,161,10,144.9,1,144.9,Wallet,Online,India,High,4.1
ORD116639,2021-05-20,ASICS,Model-367,Basketball,Women,8,White,176,30,123.2,1,123.2,Wallet,Online,Germany,Low,3.5
ORD116640,2023-08-27,Nike,Model-507,Running,Women,10,White,188,0,188.0,4,752.0,Wallet,Retail Store,India,High,3.6
ORD116641,2022-12-17,ASICS,Model-255,Lifestyle,Women,7,Red,216,0,216.0,1,216.0,Wallet,Online,UK,Medium,4.9
ORD116642,2021-07-30,New Balance,Model-140,Basketball,Unisex,11,White,76,15,64.6,4,258.4,Card,Retail Store,India,Low,3.1
ORD116643,2021-11-29,Adidas,Model-972,Basketball,Women,8,Black,211,30,147.7,4,590.8,Wallet,Online,Germany,High,4.8
ORD116644,2018-08-22,Adidas,Model-735,Basketball,Men,7,Black,68,5,64.6,1,64.6,Card,Retail Store,Pakistan,High,3.2
ORD116645,2023-11-04,ASICS,Model-329,Running,Unisex,9,Blue,179,5,170.05,4,680.2,Cash,Retail Store,Pakistan,Medium,3.5
ORD116646,2024-08-06,ASICS,Model-233,Lifestyle,Men,10,Grey,172,15,146.2,4,584.8,Wallet,Online,UAE,Medium,3.2
ORD116647,2022-08-19,Reebok,Model-230,Training,Men,8,Grey,153,15,130.05,4,520.2,Bank Transfer,Online,USA,Medium,5.0
ORD116648,2020-10-06,New Balance,Model-144,Basketball,Women,11,Grey,99,30,69.3,4,277.2,Card,Online,India,High,4.8
